,Year,Medals,Host country,Adjusted net national income (current US$),Adjusted net national income per capita (current US$),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: consumption of fixed capital (% of GNI),Adjusted savings: education expenditure (% of GNI),Adjusted savings: energy depletion (% of GNI),Adjusted savings: energy depletion (current US$),Adjusted savings: mineral depletion (% of GNI),Adjusted savings: mineral depletion (current US$),Adjusted savings: net forest depletion (% of GNI),Adjusted savings: net forest depletion (current US$),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)",Cereal yield (kg per hectare),Coal rents (% of GDP),DEC alternative conversion factor (LCU per US$),"Death rate, crude (per 1,000 people)",Discrepancy in expenditure estimate of GDP (current LCU),Exports of goods and services (% of GDP),External balance on goods and services (% of GDP),External balance on goods and services (current LCU),External balance on goods and services (current US$),Fixed telephone subscriptions (per 100 people),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows (BoP, current US$)",GDP deflator (base year varies by country),GDP growth (annual %),General government final consumption expenditure (% of GDP),Gross capital formation (% of GDP),"Immunization, DPT (% of children ages 12-23 months)","Inflation, GDP deflator (annual %)",Land area (sq. km),Lower secondary school starting age (years),"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to high-income economies (% of total merchandise exports),Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Merchandise imports from economies in the Arab World (% of total merchandise imports),Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Natural gas rents (% of GDP),Net income from abroad (current US$),Number of infant deaths,"Population ages 25-29, female (% of female population)","Population ages 30-34, female (% of female population)","Population ages 35-39, female (% of female population)",Population density (people per sq. km of land area),Population growth (annual %),Population in largest city,Population in the largest city (% of urban population),"Population, female (% of total)","Preprimary education, duration (years)",Primary school starting age (years),Rural population (% of total population),Rural population growth (annual %),"Secondary education, duration (years)"
173,1996,15,0,11587464871,1140.498511,4.92607998,725417569.2,20.60573561,4.6,0.707476068,104183361.1,0,0,0,0,35.264,51.0597825,19.26846327,2189.1,0,0.0013,13.1,0,46.34996393,-4.074923165,-781730,-601330769.2,21.05012211,0.708145155,104500000,2.77463932,2.799999999,20.55169121,23.5190201,98,53.71500098,202840,10,0.580757171,2.495736652,24.36319548,1.773852197,67.85343323,1.923393955,2.067373007,0.563523341,0.87447162,7.20261412,1.068106237,0.161630345,0.581428276,0.168720407,0.243987462,0.212096596,2.126960809,0.041481235,-30800000,1255,6.267432144,7.345668595,7.972415535,50.08873989,-0.334086977,1661114,23.93503949,53.107444,3,6,31.692,-1.532251644,7
174,1996,14,0,3.86E+12,30726.30278,0.296996573,14525241096,20.98980549,3.2799471,0.001164586,56956510.55,0.000225437,11025453.61,0.002489366,121747655.2,4.2322,44.35962272,21.41180467,6154.5,4.58E-05,108.7791,7.1,0,9.479069217,0.433638281,2.28E+12,20960827953,50.56057399,0.004295694,207641498.4,114.7349024,3.099929947,15.44825676,30.86515221,99,-0.496420148,364500,12,1.24131881,2.232711534,73.52046782,18.22726173,0.594364199,3.610805969,0.638922025,1.097900318,1.068959127,25.23821337,0.728401221,9.011743719,24.45376597,1.242230537,1.1038424,1.242697105,31.70848475,0.000398624,56995323550,4818,6.935919527,6.250871271,6.003432771,345.0123457,0.25318888,33764118,34.35753866,50.8043002,3,6,21.855,-0.335332036,6
175,1996,11,0,51997842333,5040.87518,2.294429913,1511717688,20.9978194,3.8,0.081754003,53864784.54,0,0,0,0,21.469,46.00057606,19.54928413,4192.7,0.256374509,27.1452,10.9,0,38.31682929,-4.85959187,-88364000000,-3255234811,27.21796964,2.142662876,1435279128,65.70417436,4.222814572,19.65213365,35.59555903,97,9.973286803,77270,10,2.46893649,1.687653624,85.23544247,1.872703309,6.86939786,0.671451382,1.657311156,0.472003087,0.75275425,12.29562104,6.387568042,0.30405091,2.370254848,0.410588957,0.381819183,0.381970593,13.46482758,0.008044551,-888628560.5,644,6.508603893,6.17411405,6.377676516,133.4960657,-0.116381299,1189927,15.48135124,51.39565757,3,6,25.487,0.394952461,8
176,1996,11,0,16329932653,1048.276016,8.19842913,1706524162,16.27768244,3.9,4.636757924,965153117,0.633816284,131930493.7,0,0,44.417,57.35294147,11.35024652,722.5,0.801639414,67.30333333,10.7,8.00E-05,35.26880493,-0.735963426,-10419400000,-154812540.2,12.11451048,5.40518497,1137000000,34.36442119,0.500000002,12.91114524,20.52549261,95,38.89963115,2699700,11,0.491526868,0.527711529,33.46548395,9.434375741,54.84401389,0.065753016,1.253912222,0.356448605,0.088485703,11.19897529,0.950446328,0.407024658,1.854821812,0.165570111,0.442694535,0.04586598,3.157506995,0.376173,-220100000.5,12065,7.212880093,7.832856884,7.740657782,5.770231507,-1.514558064,1114378,12.78727618,51.60260756,4,7,44.057,-1.564480499,7
177,1996,8,0,1.29E+11,12114.14886,0.65330248,967488709,13.11670463,2.7,0.025951076,38431467.68,0.001227668,1818077.942,0,0,13.2224,46.87247383,22.1241408,3710.3,0.009527704,0.7064,9.5,-100,14.28695727,-8.922318901,-9193257900,-13014238250,48.97378087,0.725345058,1058000000,63.0884608,2.862128846,17.60782593,23.3538692,90,7.635700009,128900,12,3.134990376,5.750271989,71.40262783,1.564147627,16.90015901,1.382542472,4.353502385,0.332245376,0.929784919,25.46238179,3.812863544,5.336617406,2.645348028,7.061451115,0.622721327,1.322326125,18.9954357,0.00093996,3012413788,780,7.765029495,7.282623496,7.242249364,82.30256012,0.440670531,3133137,40.88287223,50.28374024,2,6,27.761,0.009337951,6
178,1996,8,0,2.44E+11,27555.55422,0.237375371,674129437.3,14.20504906,8.2848299,0,0,0.019232057,54617696.37,0,0,8.046,57.16494359,27.44774989,4893.6,0,6.706,10.6,0,36.83337431,6.177973888,1.19E+11,17798985983,68.08748113,1.906216142,5491883748,79.3751384,1.517861239,25.88988238,20.40527426,99,1.039307752,410340,13,6.411040104,1.738253208,82.73462259,4.133268122,2.125326144,1.806787628,1.041998586,0.844798824,0.902158006,10.85433731,7.578708189,0.577993598,1.415667758,0.718617506,0.473919813,0.307182275,4.906540368,0,-8826916806,390,6.824712339,6.810721191,6.468507087,21.54554272,0.159147081,1155126,15.57018049,50.58487354,4,7,16.086,-0.398806287,6
179,1996,8,0,9395315027,333.7858396,0.951612338,112480179,15.04917358,6.0471878,0,0,0.002729209,322591.3301,5.46122425,645514414.5,112.2472,96.11339541,5.291558398,1402.6,0,57.1149,11.918,4519900600,25.20060195,-6.910906805,-47546900600,-832478050.4,0.947784998,0.902160126,108672931.6,36.14127258,4.146839267,15.18056739,15.00382269,87,41.98877391,569140,12,4.954508043,8.924050753,41.98844806,0.782316536,0.212031612,0.047459529,5.705394522,5.677933277,40.63190842,12.42513547,3.525236054,16.08859507,7.150110049,1.840239373,6.321810604,8.524229905,17.26608352,0,-225900402.5,73786,7.564224299,6.052242525,4.840815103,49.45660822,2.887991306,1842090,35.22452241,50.30069386,3,6,81.421,2.500637254,6
180,1996,7,0,2.73E+11,38575.09015,0.141879055,480914664.5,19.52950042,4.7,0,0,0,0,0.007024019,23808685.85,5.8614,48.20927459,21.93726121,6706.8,0,1.236,8.9,0,41.74085369,3.811541851,15550836400,12581582848,64.73428707,1.324765852,4372941966,89.46530214,0.540027605,12.25447181,25.45166011,89,0.162231876,39528,13,2.591251067,2.931854588,86.22220494,3.13864005,2.229344447,2.45364024,1.252676015,0.99448316,1.117760084,11.186544,3.591090853,1.267273994,2.208320862,0.988228728,0.489011976,0.971547295,6.369250513,0,9341721521,407,7.714645797,8.359544391,7.655160559,178.9073568,0.441636407,1054256,20.27524949,51.16230623,2,7,26.473,0.634496469,7
181,1996,7,0,1.24E+11,28391.42428,0.248801664,402302338.2,16.93844777,6.8,6.267421406,10134169717,0.002433514,3934895.037,0,0,13.404,55.0101115,24.63007043,4026.3,0.000231851,6.4498,10,0,39.94293879,8.764366045,92434000000,14331297094,56.5418126,1.94414761,3179027080,54.09238258,5.027995447,20.50173658,22.66234425,97,4.26149734,365245,13,3.049732478,0.475060003,92.86001455,1.206011402,0.964455191,1.055909477,0.237228606,0.189173159,0.437475136,4.09025297,2.611969865,0.233624409,2.88261323,0.205350415,0.544906864,1.056411667,8.711399038,0.548545851,-1821606872,264,7.599970271,7.284479749,7.077546075,11.99560843,0.506881683,738998,22.78117955,50.5332425,4,7,25.961,-0.546839203,6
182,1996,6,0,1.54E+11,29212.57561,0.469588172,870306541.8,16.45038029,7.6,0.379913589,704109050.2,0,0,0,0,8.1858,48.72989363,22.57070433,6052.6,0,5.7987,11.6,0,37.06738087,5.663478012,61620000000,10626519737,61.86889851,0.412212451,773444115.8,73.13178622,2.900068335,24.10544253,20.06371183,77,2.01420014,42430,13,2.070841195,1.830977794,89.615895,1.933763893,2.659818573,1.330887799,0.888843144,0.770214854,0.729735546,8.31326381,3.640247401,0.123842807,3.504114075,0.116315159,0.787131194,0.838263064,8.592142635,0.082073419,-2297928846,344,7.344911434,7.485019464,6.983467328,124.0413387,0.565926342,1055625,23.59503246,50.58080553,4,7,14.994,0.38597096,6
183,1996,6,0,1.51E+11,2541.828555,1.270930979,2269234554,15.58980402,2.6627173,0.096898405,173011133,0.011735332,20953317.79,0,0,55.7972,61.02800452,8.672271938,2112.3,0.019461581,0.0814,7.12,426697500,21.54265814,-6.283998612,-928279200,-11403921376,24.04191642,0.397849726,722000000,2.289606519,7.379664474,11.57077274,24.55131495,72,77.22351222,769630,11,5.062026438,11.70271062,67.4527314,1.913310739,14.17273698,0.569216004,9.431502072,0.751253156,0.647223205,13.31250518,3.767675781,9.148422855,2.563465859,6.66104344,0.977867331,0.971507889,12.83749175,0.002767349,-2926640049,55554,8.33853633,7.424125238,6.647571718,77.21009836,1.589093342,7906601,21.23693572,50.70960405,2,6,37.347,0.179940946,6
184,1996,6,0,54594627463,14628.78549,0.531990816,345354826.2,15.51318771,6.5,0.319077185,207136744.3,0.069184231,44912632.72,0,0,30.5692,53.01158534,17.7859158,5774.3,0.01536211,1.4414,7.57,0,28.34887884,1.58158673,1599000000,1109338143,46.44707828,3.332785013,2337643247,71.39384155,3.627717349,16.63287208,23.14517166,88,1.377588405,263310,11,4.178219062,2.720038426,75.56395148,11.40225707,1.580913262,3.232821678,2.010041107,1.394321204,0.637475129,20.25782945,1.264103975,2.387472861,8.399045252,0.319630543,0.879328651,0.428610084,11.08117849,0.059073077,-904947955.1,395,7.653313584,8.145711058,7.869559201,14.17340777,1.582661927,996969,31.27341658,50.74259849,2,5,14.579,0.980738625,7
185,1996,6,0,2.43E+11,23909.89706,0.494738559,1423466730,15.71430149,3,1.35E-05,38970.22653,0,0,0,0,10.3054,51.55805066,24.46862881,3266.4,0,0.7675,10.3,0,60.44278474,2.825475682,6101400000,7949706840,45.29349964,1.929150705,1645245645,78.8326347,1.593406303,21.50480869,21.67063995,95,0.444072153,294140,12,1.289934648,2.500683454,73.2655595,2.59080847,2.324582712,1.495157869,1.365076612,0.887598224,1.117760084,13.02609624,1.229870342,1.739981538,5.968522114,0.726301756,0.837901466,0.806136678,15.02504511,1.81E-05,6362475570,691,6.986125915,7.64439899,7.512575518,81.31111471,0.195393176,1730230,17.58934939,51.05191725,3,6,3.149,-2.12740085,6
186,1996,6,0,23229470958,209.7792988,1.46002488,478261830.1,4.671786802,0.85,20.90326734,6847304474,0.000351671,115197.3564,3.510288634,1149868806,137.9954,88.81988467,5.430853236,1220.4,0.000371384,80,18.348,-10000,32.23856801,6.786141819,1.90E+11,2374332000,0.372769958,4.554308438,1593459222,13.21425201,4.993705537,10.01717731,7.303718207,26,32.72708646,910770,12,0.640118238,1.267748147,79.65342296,1.101339758,0.24008694,1.730303842,1.246366409,7.731347713,7.65701414,12.04944466,2.135379726,3.228170356,6.247641094,0.412513417,2.539254841,4.251310408,15.51371236,0.104376384,-2230850000,569338,7.165745849,5.980106509,5.034278302,121.5816331,2.488365242,6222575,17.17171979,49.64227979,3,6,67.275,1.718389675,6
187,1996,6,0,5778417796,2255.438557,1.835369487,116989997.4,8.702748678,4,0,0,0.453553056,28910348.17,0.190377986,12135060.68,94.539,68.80037423,12.75612496,1374.5,0,37.25,7.185,55994400,43.78634517,-11.49549186,-27852496900,-747718037.6,13.94469072,2.824222165,183700000,30.78640953,-0.113731206,13.40378033,29.07355809,92,18.73185149,10830,12,4.733468389,0.013366402,86.04384174,0.086648521,2.058523952,2.831069584,0.007675987,0.002419706,4.236352123,6.39162029,4.219322806,0.003255298,1.329617942,0.003032545,0.065712998,0.042478629,1.912190346,0,-130252579.9,1264,8.669479197,7.837314317,6.565105346,236.5644506,0.962977246,572494,43.9399126,50.49719125,3,6,49.145,0.475758061,7
188,1996,5,0,1.22E+11,2837.67329,3.040685252,4393668562,13.57255534,5.5,1.159248446,1675067635,0.400277044,578384316.8,0.242692801,350681389.4,82.5236,65.3394538,6.296181741,2490.1,2.127311824,4.2993,9.171,-7873000000,24.08026334,1.493198195,9476000000,2204079734,9.927239914,0.553079352,816389273.8,35.71184987,4.306727868,19.14527167,18.04002767,73,7.898718058,1213090,13,6.460825889,1.796696445,69.79240386,4.026237931,1.442803858,2.654605886,0.824171972,1.464985719,13.33396488,10.41280537,1.229870342,1.739981538,5.968522114,0.726301756,0.837901466,0.806136678,15.02504511,0.008567852,-3112134534,47969,8.347440736,7.351857394,6.396692349,35.36301511,1.907074173,4732262,20.06894054,50.90303005,1,6,45.033,0.844637224,5
189,1996,5,0,98284086542,5842.743538,0.936496038,1032248773,14.01737505,4.297142857,0.219925462,12370268.87,0.017801534,20235148.16,0,0,1.3478,47.5214207,7.710169787,1858.6,0.001060116,3.09185,8.247,0,32.47347361,-0.436935185,-276150000,-154812540.2,2.261057339,1.929150705,1840000,86.34299182,3.608286538,16.98175466,23.36720897,50,4.708652027,120410,10,0.503580191,4.321015593,43.32250148,11.02558963,31.99944204,4.114292623,0.84235922,5.556468061,2.635766757,45.14832871,0.669564367,3.475677447,30.14944025,3.277756392,1.486118381,0.361126515,36.72904902,0.025728658,-904947955.1,23741,10.39701363,7.575545108,7.922428457,183.6520887,1.142680589,2755013,21.08141727,51.24223869,2,6,40.903,0.949736299,6
190,1996,4,0,60987233361,16766.20363,0.603996747,420872179,12.38358739,5.1,0.086239513,60092727.45,0.00694773,4841261.636,0,0,18.3996,52.29722131,16.40806572,7339.9,0,0.7936,8.7,-672778300,74.81834863,10.93295892,6583704100,8295998110,37.77328907,3.450087928,2617948456,70.78044858,7.809278807,16.58827512,20.50630975,74,1.883347053,68890,12,8.530056861,1.580928764,85.23313944,2.114244421,1.236828252,0.950820095,0.782881885,0.182826597,0.969202446,6.236803697,6.577961103,0.276019098,3.844745926,0.258801339,0.416606982,0.890494116,6.619180703,0.084591202,-6423227193,312,6.994364653,7.055875531,6.727853519,52.80171288,0.791271347,954167,45.11440694,50.32006705,2,6,41.856,0.257537178,5
191,1996,4,0,1.05E+11,20553.07204,0.572264973,738902810.8,18.34245386,6.8,0,0,0.006535333,8438356.073,0,0,9.8472,50.13561672,21.6728347,3438,0,0.7726,9.6,-917000000,36.3276504,6.918479326,7061000000,9139269997,55.3243453,0.846516404,1118243130,79.78735879,3.658833063,22.2085048,20.24299432,99,-0.099840953,304590,13,3.369236168,2.506041782,80.96555913,4.13360531,7.523942886,1.282888674,1.157364353,0.874239447,0.693164036,15.66520471,4.68531899,0.229787708,2.980557004,0.17725478,0.368918075,0.423863347,13.6418738,0,-2980843904,247,6.367522341,7.011365966,7.163633465,16.82449522,0.328037914,956674,22.98408681,51.27872697,4,7,18.777,-1.047145142,6
192,1996,4,0,2.01E+11,1005.174537,1.380171002,3053987186,5.476953096,0.6,3.097900063,6854909344,0.488492013,1080915587,0,0,50.9004,59.65128852,6.810967787,3944.9,0.039055337,2342.3,7.281,3.45E+13,24.25463778,-0.57821401,-3.28E+12,-1399777996,2.09390668,2.55858971,6194000000,13.23266011,7.818187077,7.106951544,28.82571519,72,8.676509755,1811570,13,2.061958379,3.339209869,82.43706582,10.39811574,0.362254493,1.262438392,1.010054335,1.785803437,0.682309404,5.102860061,2.371092024,2.580914743,9.040384218,1.462489374,2.511547658,1.096890339,7.216044292,0.202898847,-904947955.1,216466,8.993239046,7.850428558,6.656679789,110.354461,1.490168947,8335369,11.19769051,49.99353125,2,7,62.765,-0.339558927,6
193,1996,3,0,37662870065,1280.552808,2.637901148,1170740039,7.757111585,4.4,7.204176825,3197321576,0.008167482,3624850.993,0.168896861,74958956.59,16.7552,73.96217862,6.549718761,1337.8,0,54.749,5.534,131100,29.76044833,5.815748774,1.49E+11,2729999523,4.345734471,0.575184045,270000000,87.0288744,4.09999847,15.7743188,25.67841235,88,24.02190407,2381740,12,3.244253592,2.006262797,79.31723691,0.197915272,9.644529143,5.427376078,2.002352603,0.066166967,0.100169436,15.4361569,2.749676985,2.81246242,3.788870933,2.30104172,0.276422845,0.846543589,14.09673042,1.325093319,-2559999925,25187,8.322082806,7.007774526,5.654610497,12.34870935,1.739256051,2010271,12.03896602,49.3436069,2,6,43.226,-0.042308677,6
194,1996,3,0,6175157857,104.3891878,0.405519647,34486847.32,3.543813925,2.8,0,0,0.03161039,2688261.084,23.81289823,2025134396,117.5636,99.0331766,6.144055179,1213.6,0,6.3183,15.875,0,32.47347361,-0.436935185,-276150000,-154812540.2,0.25143881,0.256553049,21930000,29.64240136,12.42617378,16.98175466,0,55,0.239137919,1000000,13,8.582307688,20.81044113,78.79416249,1.50670687,0.522222231,1.495157869,10.21133247,0.207715392,0.175552864,12.44797696,15.9245054,15.77622989,3.594397529,4.246986597,3.762067071,3.314307561,13.750738,0,-43580551.73,268508,6.998385771,5.693753401,4.954804238,59.155148,3.169058492,2188930,26.41953732,50.14453012,3,7,85.994,2.961120614,6
195,1996,3,0,86450737444,1410.482596,2.804846493,3328511333,20.37707239,3.2,6.726152564,7981925247,0.047076352,55865506.8,0,0,53.9834,80.66885901,6.980779036,1849.2,0.007351616,2246,5.287,-7.32E+12,20.19513024,5.168961325,1.40E+13,6223632673,9.458713576,0.021593979,26000000,7.633704492,6.350526019,12.36812976,37.7860856,99,28.83364573,1628760,11,13.8180519,3.723817605,75.09133134,0.73690322,6.655352597,0.059845474,0.184895717,3.39913358,0.054486177,10.90572105,7.011311768,5.204736389,6.519812132,0.648276774,2.503142158,1.228418337,29.59052722,0.335536914,-1733510694,48671,7.523051771,6.590472539,5.641985765,37.80979948,1.649440553,6744312,17.92781581,49.29383704,1,6,38.913,-0.51392041,7
196,1996,3,0,21834731446,4063.514706,1.776838709,498113874.2,22.0812348,3.9,0.027456261,7697009.438,0.003905975,1094989.767,0,0,30.8314,49.42987974,16.24554911,4014.2,0.007135853,0.789,9.5,0,52.28677871,-10.64971899,-2337772000,-2962955640,23.14800508,1.260970911,350826240,58.38546553,6.757147223,22.4791119,35.92071882,99,4.451447047,48100,10,1.845626363,1.031432892,85.56519671,1.115665127,8.988330779,0.521376405,0.881951103,0.887090094,0.194763416,12.58917692,1.88329364,0.1326329,1.438109851,0.143481413,0.271464312,0.423894063,23.68950572,0.025728658,-904947955.1,621,6.631016623,6.849834133,7.447388164,111.7122869,0.211674396,434722,14.32523391,51.36270816,3,6,43.524,0.351924509,8
197,1996,3,0,2.43E+11,6863.789042,0.610443348,1627734980,7.755669389,3.5,1.158455122,3088997415,0.001044747,2785796.465,0.047273038,126052610.8,70.4812,62.6450772,15.69410971,2712.8,1.37E-05,1,7.916,4195750000,10.42854164,-0.649274894,-1767000000,-1767000000,17.68123441,2.553203406,6948536687,61.02194898,5.526689827,12.50166498,18.08214044,83,-0.052375497,2736690,13,2.974438638,4.007368535,43.83494642,5.588268211,1.658151985,36.84029797,5.988027237,1.36576821,1.750101332,16.35031697,5.109400106,0.368374311,4.056084611,0.275388919,0.794546614,0.881993987,6.828416332,0.10622017,-5501750000,14693,6.964562169,6.548052716,6.271218956,12.94252619,1.206777525,11586314,37.01821236,51.02412142,3,6,11.634,-0.514602153,5
198,1996,3,0,1.99E+11,25024.29178,0.321259716,761761400.6,15.93387068,4.9,0.03765718,89291574.42,0,0,0,0,15.909,49.11947761,22.73367104,5391.3,0.000213469,0.7694,10.2,101230000,34.24927611,-1.551060782,-2831320000,-3679906421,48.6613453,1.860756594,4414662673,81.19345455,2.398314298,19.27960466,26.42182946,90,0.938097755,82580,10,2.186238827,1.324926866,88.46153104,1.698504727,4.638981482,1.047359511,1.00287436,0.403044428,0.56146562,9.352230129,2.324233359,1.221340985,2.087881673,1.047018193,0.411710896,0.905386172,8.288505301,0.015172025,-133480634.3,462,7.991710869,8.478977339,7.647601859,96.37947445,0.135019834,1545111,29.50355669,51.66336321,3,6,34.2,0.135029463,8
199,1996,2,0,98284086542,5842.743538,1.882572176,30905520.87,14.56758041,1.7,0,0,0.303438905,4981449.075,0,0,55.927,59.99639427,14.05024495,1877.2,0,414.0400085,8.727,7939022800,23.24000279,-32.74955598,-2.17E+11,-523000228.3,18.29105664,1.100209269,17570000,100,5.865400753,11.23169822,20.00623015,86,19.5917703,28470,11,17.56256833,0.805677703,8.311156242,0.008714684,46.28978357,1.495157869,15.2746021,0.0097136,12.54346147,27.83649186,12.52328039,4.148387195,0.096249798,17.65306266,0.085118158,4.869749949,22.70418056,0,44695680.65,1607,6.451190545,8.35530961,9.080571576,111.2825782,-1.538721502,1136168,54.51642064,52.79445213,4,7,34.219,-0.728890784,6
200,1996,2,0,19881319213,4423.969562,0.866084685,204445105.1,15.34047716,3.49,0.436884777,103129585,0,0,0,0,19.4262,47.56168597,20.8318749,4512.3,0.000402389,5.4342,11.1,1.10E-05,30.72975387,-6.529487689,-8401560800,-1546052924,30.36197397,2.080107773,492528182.7,55.86213242,5.873698253,22.49431307,20.10766616,91,3.781004514,55980,11,1.415105389,1.150472185,72.3190672,0.817143315,17.70942601,0.455889286,0.905129725,0.243126177,6.135112894,8.556401398,1.870927273,4.810480335,0.939184737,6.884315304,0.326717622,0.220251856,10.01959727,0.164007465,-72341264.58,405,6.104608617,6.863645016,7.368245172,80.27867095,-3.820174223,698825,28.25712579,51.67452297,4,7,44.969,-4.128815174,8
201,1996,2,0,1.04E+11,10337.43147,0.495524214,609930844.6,15.3610507,4.8,0,0,0,0,0,0,20.7026,48.53380365,22.67679626,2462.4,0,0.7694,10.6,0,26.54680889,-7.114607272,-6712730000,-8724629581,37.49747115,1.098373889,1346933845,66.60427637,3.496683655,17.78651076,24.38100904,95,2.388158983,91500,12,4.898482225,1.313536227,87.72460998,0.398317704,0.978972434,1.422422611,0.932287808,0.081366061,3.563541173,7.376907793,3.461438989,2.894982721,1.576974763,2.28617819,0.760669017,3.818413467,12.4583972,0,458367559.1,781,7.277890963,7.220506867,6.923015134,109.9884699,0.375996187,2614235,50.17625368,51.78824383,3,6,48.23,-0.985212678,6
202,1996,2,0,1.53E+11,2539.877353,1.218084138,2173378804,13.62792722,2.8,0.204671468,365187113.5,0.003365439,6004818.49,0.302831889,540330825.9,46.6354,47.26648269,8.354804579,2525.7,0.021508075,25.3427,6.466,19086000000,39.01841179,-6.237306259,-2.89E+11,-11416463124,6.916136649,1.27616877,2335837475,86.61652352,5.652373942,11.58425863,42.53267954,94,4.097863615,510890,12,5.600523705,3.068297801,77.78585559,11.75575378,0.518986395,0.898770518,1.165398426,1.223553414,1.051158176,4.85786693,7.494355978,4.351362591,9.799947711,1.299142957,1.119615544,0.830519902,6.213087594,0.052982209,-4609453610,23208,9.290764186,8.4951362,7.890455366,117.7385973,1.102759444,6150459,33.58058263,50.36065535,3,6,69.551,0.854328434,6
203,1996,2,0,3619366780,2120.943516,0.524961281,21090033.55,9.538393967,7.5,0,0,0.370359111,14878975.57,0,0,93.0014,82.40489552,6.138528139,274,0,4.2993,9.297,140588300,45.9095014,-5.798687619,-983585200,-228777987.1,5.013158596,3.261920948,128693897.3,37.49572693,3.19132423,25.04294312,20.70364843,70,14.95033879,823290,14,1.289934648,2.500683454,73.2655595,2.59080847,2.324582712,1.495157869,1.365076612,0.887598224,1.117760084,13.02609624,1.229870342,1.739981538,5.968522114,0.726301756,0.837901466,0.806136678,15.02504511,0,72104761.24,2712,8.161379206,6.85331391,5.503562766,2.072767797,3.042013967,185874,35.92885903,51.1693021,1,7,69.684,2.322778596,5
204,1996,2,0,17698880098,8900.045709,0.832256055,180304312,18.30104978,5.3517366,0.003731907,808499.8626,0,0,0,0,11.2404,43.54210382,18.21073671,4857.9,0.009929943,0.5648,9.4,0,46.18934007,-1.249110095,-151541000,-268309136,33.35850525,0.806796156,173300000,51.78650404,3.516280804,17.8412307,24.73728266,98,11.38758481,20140,11,2.190764223,1.052636138,75.01955631,0.294890671,20.76766138,0.437421363,0.965580167,0.214078765,0.11004712,22.78967946,2.07249023,1.142577652,1.355688141,1.165919587,0.282224252,0.219706893,14.54061513,0.001264739,-904947955.1,110,7.187507019,7.446589303,7.510163584,98.74021847,-0.062536134,2466226.5,23.71715436,51.48334005,4,7,49.357,-0.117197556,8
205,1996,2,0,74633482954,3548.743,1.571963959,1511673474,19.61548805,4.2,2.734539029,2629659599,0.039862424,38333556.04,0,0,15.6288,63.98075036,6.266569521,3200,9.98E-05,2.5158,4.6,-4000000,91.57690625,1.38611364,3517000000,1397964862,17.93871672,5.035362776,5078414948,55.67800418,10.00270109,11.10546208,41.479362,97,3.679960417,328550,12,1.128422953,2.236663667,82.8530805,10.10996974,0.465760114,1.211704018,0.788023893,2.796348852,0.646689932,5.908526809,1.370498189,0.645267107,8.867992498,0.14417215,1.054761307,0.682238176,3.576973583,0.25962889,-4690356944,5969,8.186365725,7.959520486,7.002722995,63.98819358,2.542226277,3184046,26.58516783,49.10001396,2,6,43.031,-0.391250678,6
206,1996,2,0,1516914782,413.5820624,7.937155204,138920095.2,13.32995238,9.3,0.001606762,28122.36759,0,0,0,0,59.0932,54.3202542,14.16503135,2288.5,0,4.6,11.453,100,55.2671302,-18.64989075,-1454243900,-316139978.3,13.75131527,1.400482182,23740000,45.62462721,-5.877060161,27.09808111,24.24720396,97,27.85289982,32930,11,0.041399067,0.295880089,18.34150961,0.193639987,80.26484336,0.419775474,0.377596716,0.342070482,0.019165303,1.352247962,0.455049277,0.053998223,0.267398456,0.068556294,0.428777602,0.054156767,2.507849094,0.002150628,55120000,1862,6.088743182,7.218739347,8.155165189,127.4984531,-0.200222133,626214,36.95568014,52.2152561,4,7,53.8,-0.025386389,7
